src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.69,162.159.133.234,53690,443,6,2023-03-22 16:30:44,365684.27085876465,2083.764768472367,10.93839773476308,5.46919886738154,5.46919886738154,2,2,367,395,301.0,66.0,183.5,117.5,329.0,66.0,197.5,131.5,329,66,190.5,124.89295416475663,15598.25,40,40,20,1,121894.75695292155,362029.3140411377,69.85664367675781,169806.8380351325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,190.5,3024,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.5,197.5,0,2,2,367,395
192.168.1.69,192.168.1.254,55526,53,17,2023-03-22 16:30:44,9844.541549682617,46929.55966191179,406.3165338693662,203.1582669346831,203.1582669346831,2,2,180,282,90.0,90.0,90.0,0.0,147.0,135.0,141.0,6.0,147,90,115.5,25.85053190942113,668.25,16,16,8,2,3281.5138498942056,9578.943252563477,24.7955322265625,4453.828135611252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,115.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,141.0,0,2,2,180,282
192.168.1.69,192.168.1.254,50231,53,17,2023-03-22 16:30:44,15641.68930053711,36696.80358503795,255.72685425113556,127.86342712556778,127.86342712556778,2,2,154,420,77.0,77.0,77.0,0.0,233.0,187.0,210.0,23.0,233,77,143.5,68.45984224346417,4686.75,16,16,8,2,5213.89643351237,6331.205368041992,3324.5086669921875,1343.4124596543622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,210.0,0,2,2,154,420
192.168.1.69,35.163.210.34,38534,443,6,2023-03-22 16:30:44,324668.88427734375,455.84904241569734,6.16012219480672,3.08006109740336,3.08006109740336,1,1,74,74,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,74,74,74.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,74.0,64240,26847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0,1,1,74,74
192.168.1.69,35.163.210.34,38534,443,6,2023-03-22 16:30:45,1203238.9640808105,8231.116424629712,14.959621934908604,7.479810967454302,7.479810967454302,9,9,3720,6184,2549.0,66.0,413.3333333333333,771.9160864008758,5034.0,66.0,687.1111111111111,1540.2436635837448,5034,66,550.2222222222222,1225.9041812998253,1502841.0617283946,180,180,20,3,70769.16975133559,409107.6850891113,-65.32669067382812,152629.3990083869,794131.2789916992,409066.91551208496,5.9604644775390625,99266.4098739624,171452.41053131223,819998.2643127441,410217.0467376709,0.0,102499.78303909302,177534.65905671025,0,0,0,0,1,0,0,0,0,0,0,1.0,550.2222222222222,502,179,407957.3154449463,317.3351287841797,263449.82782999676,186362.56287467753,408204.3170928955,382606.02951049805,399607.49944051105,12022.110649927949,0.0,0.0,5419.0,4.0,0.0,0.0,413.3333333333333,687.1111111111111,0,9,9,3720,6184
162.159.133.234,192.168.1.69,443,53690,6,2023-03-22 16:30:45,29.56390380859375,6189980.903225807,67650.06451612903,33825.032258064515,33825.032258064515,1,1,117,66,117.0,117.0,117.0,0.0,66.0,66.0,66.0,0.0,117,66,91.5,25.5,650.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,91.5,8,3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,66.0,0,1,1,117,66
35.163.210.34,192.168.1.69,443,38534,6,2023-03-22 16:30:46,409015.417098999,2041.4878390706106,12.22447807826713,7.3346868469602775,4.889791231306852,3,2,672,163,540.0,66.0,224.0,223.44574285494903,97.0,66.0,81.5,15.5,540,66,167.0,186.886061545531,34926.4,60,40,20,1,102253.85427474976,408116.81747436523,0.0,176590.2838373024,409015.417098999,409015.417098999,0.0,204507.7085494995,204507.7085494995,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,167.0,179,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,81.5,0,3,2,672,163
192.168.1.69,192.168.1.66,1716,1716,17,2023-03-22 16:30:46,0.0,0,0,0,0,1,0,1514,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1514.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0,1,0,1514,0
192.168.1.69,192.168.1.255,57621,57621,17,2023-03-22 16:30:47,0.0,0,0,0,0,1,0,86,0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,86,86,86.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0,1,0,86,0
162.159.133.234,192.168.1.69,443,53690,6,2023-03-22 16:30:47,27.894973754882812,20362091.213675212,71697.50427350428,35848.75213675214,35848.75213675214,1,1,502,66,502.0,502.0,502.0,0.0,66.0,66.0,66.0,0.0,502,66,284.0,218.0,47524.0,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,284.0,8,3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,66.0,0,1,1,502,66
117.18.232.200,192.168.1.69,443,60716,6,2023-03-22 16:30:47,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
192.168.1.69,117.18.232.200,60716,443,6,2023-03-22 16:30:47,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
162.159.133.234,192.168.1.69,443,53690,6,2023-03-22 16:30:47,511989.3550872803,1238.3069954489977,7.812662431854875,3.9063312159274375,3.9063312159274375,2,2,502,132,283.0,219.0,251.0,32.0,66.0,66.0,66.0,0.0,283,66,158.5,95.22735951395481,9068.25,40,40,20,2,170663.11836242676,511941.90979003906,22.649765014648438,241320.54769520403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,8,3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,66.0,0,2,2,502,132
192.168.1.69,13.67.9.5,43724,443,6,2023-03-22 16:30:47,125274.658203125,11422.900852618757,23.947381242387333,15.964920828258222,7.982460414129111,2,1,980,451,914.0,66.0,490.0,424.0,451.0,451.0,451.0,0.0,914,66,477.0,346.6823714391412,120188.66666666667,40,20,20,1,62637.3291015625,125226.25923156738,48.39897155761719,62588.93013000488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,477.0,501,1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,451.0,0,2,1,980,451
192.168.1.69,192.168.1.254,42959,53,17,2023-03-22 16:30:48,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.254,192.168.1.69,53,42959,17,2023-03-22 16:30:48,4160.642623901367,119452.70116325712,721.042461750043,480.69497450002865,240.34748725001432,2,1,420,77,233.0,187.0,210.0,23.0,77.0,77.0,77.0,0.0,233,77,165.66666666666666,65.4488774201327,4283.555555555556,16,8,8,2,2080.3213119506836,4083.1565856933594,77.48603820800781,2002.8352737426758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,165.66666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,77.0,0,2,1,420,77
192.168.1.69,34.213.210.44,45402,443,6,2023-03-22 16:30:48,995590.2099609375,7099.306450871304,15.066439836314313,8.035434579367633,7.031005256946679,8,7,1179,5889,583.0,66.0,147.375,169.6518033355378,5034.0,66.0,841.2857142857143,1715.4238721740146,5034,66,471.2,1228.1870758696873,1508443.4933333332,160,140,20,2,71105.32692500523,343954.32472229004,-51.021575927734375,135872.48936010536,671947.4792480469,344021.5587615967,7.3909759521484375,95992.49703543527,151293.14625430325,651635.8852386475,326183.0806732178,0.0,108605.98087310791,153499.62331675552,0,0,0,0,1,0,0,0,0,0,0,0.875,471.2,64240,110,343707.5614929199,324379.68254089355,334043.62201690674,9663.939476013184,343954.32472229004,322153.32984924316,330576.65824890137,9564.864302061147,0.0,0.0,5419.0,4.0,0.0,11364466688.0,147.375,841.2857142857143,0,8,7,1179,5889
192.168.1.69,192.168.1.254,59982,53,17,2023-03-22 16:30:49,8979.558944702148,73834.36136261052,445.45617714998804,222.72808857499402,222.72808857499402,2,2,184,479,92.0,92.0,92.0,0.0,267.0,212.0,239.5,27.5,267,92,165.75,76.270489050484,5817.1875,16,16,8,2,2993.1863149007163,5411.624908447266,69.85664367675781,2209.7976225386224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,165.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,239.5,0,2,2,184,479
192.168.1.69,20.189.173.11,53520,443,6,2023-03-22 16:30:49,907749.1760253906,22127.257760725497,14.32113665684713,11.016258966805484,3.3048776900416454,10,3,15355,4731,2878.0,54.0,1535.5,1349.781852745102,4560.0,66.0,1577.0,2109.3596184624375,4560,54,1545.076923076923,1558.3837515707621,2428559.917159763,200,60,20,7,75645.76466878255,307810.54496765137,10.013580322265625,130392.96749812043,907749.1760253906,307839.87045288086,10.013580322265625,100861.01955837673,142119.05824171705,614979.5055389404,308134.5558166504,306844.94972229004,307489.7527694702,644.8030471801758,0,0,0,0,1,0,0,0,0,0,0,0.3,1545.076923076923,64240,2049,306448.69804382324,290703.29666137695,298575.9973526001,7872.7006912231445,307579.51736450195,290934.32426452637,300868.59067281085,7167.428759338789,14120.0,5.0,0.0,0.0,15634522.82998944,0.0,1535.5,1577.0,0,10,3,15355,4731
34.213.210.44,192.168.1.69,443,45402,6,2023-03-22 16:30:49,650695.5623626709,5872.177744882686,15.368169968287585,9.22090198097255,6.1472679873150335,6,4,1041,2780,540.0,66.0,173.5,169.47934977453744,2551.0,66.0,695.0,1071.6368321404411,2551,66,382.1,736.116220443484,541867.09,120,80,20,3,72299.50692918565,324938.0588531494,0.2384185791015625,134437.07552196953,650695.5623626709,325455.1887512207,0.2384185791015625,130139.11247253418,158896.33365611147,325475.69274902344,324268.3410644531,126.12342834472656,108491.89758300781,152577.48463744376,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,382.1,110,501,322546.00524902344,1081.228256225586,161813.6167526245,160732.38849639893,324811.9354248047,321590.9004211426,323201.41792297363,1610.5175018310547,0.0,0.0,0.0,0.0,0.0,0.0,173.5,695.0,0,6,4,1041,2780
162.159.133.234,192.168.1.69,443,53690,6,2023-03-22 16:30:50,896286.2491607666,528.848903398694,4.462859944292776,2.231429972146388,2.231429972146388,2,2,342,132,227.0,115.0,171.0,56.0,66.0,66.0,66.0,0.0,227,66,118.5,65.75902979819577,4324.25,40,40,20,2,298762.08305358887,896216.630935669,31.232833862304688,422464.1622682531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,118.5,8,3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,66.0,0,2,2,342,132
20.189.173.11,192.168.1.69,443,53520,6,2023-03-22 16:30:50,614576.3397216797,4411.168840680912,14.644234439737442,9.76282295982496,4.88141147991248,6,3,1404,1307,1134.0,54.0,234.0,402.49223594996215,1168.0,54.0,435.6666666666667,517.9924924380875,1168,54,301.22222222222223,454.396737512197,206476.39506172843,120,60,20,1,76812.744140625,309534.31129455566,-24.7955322265625,132828.1655281948,614576.3397216797,309559.1068267822,0.0,122915.26794433594,150546.59881224745,310353.75595092773,310240.9839630127,112.77198791503906,155176.87797546387,155064.10598754883,0,0,0,0,1,0,0,0,0,0,0,0.5,301.22222222222223,2051,501,309421.5393066406,24.7955322265625,154723.1674194336,154698.37188720703,309559.1068267822,304084.77783203125,306821.94232940674,2737.1644973754883,0.0,0.0,0.0,0.0,0.0,0.0,234.0,435.6666666666667,0,6,3,1404,1307
192.168.1.69,192.168.1.254,55504,53,17,2023-03-22 16:30:51,0.0,0,0,0,0,1,0,77,0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77,77,77.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0,1,0,77,0
192.168.1.254,192.168.1.69,53,55504,17,2023-03-22 16:30:51,9106.39762878418,54577.015001963606,329.4387223458568,219.62581489723786,109.81290744861893,2,1,420,77,233.0,187.0,210.0,23.0,77.0,77.0,77.0,0.0,233,77,165.66666666666666,65.4488774201327,4283.555555555556,16,8,8,2,4553.19881439209,5630.254745483398,3476.1428833007812,1077.0559310913086,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,165.66666666666666,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,77.0,0,2,1,420,77
192.168.1.69,34.213.210.44,47610,443,6,2023-03-22 16:30:51,1137863.8744354248,3578.6354514685763,11.424916716378068,6.151878231895883,5.273038484482186,7,6,3521,551,2600.0,66.0,503.0,874.3753688858611,162.0,66.0,91.83333333333333,34.968636741450986,2600,66,313.2307692307692,673.9807294490245,454250.0236686391,140,120,20,2,94814.41974639893,409357.07092285156,-51.975250244140625,164917.60317555405,742042.7799224854,409396.1715698242,4.5299530029296875,123673.79665374756,176000.82623746127,806196.928024292,409602.40364074707,0.0,161239.3856048584,197519.85185152115,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,313.2307692307692,64240,249,408640.38467407227,331452.1312713623,370046.2579727173,38594.12670135498,409142.25578308105,331666.9464111328,378637.8701527913,33704.26331687278,0.0,0.0,0.0,0.0,0.0,0.0,503.0,91.83333333333333,0,7,6,3521,551
192.168.1.69,192.168.1.66,1716,1716,17,2023-03-22 16:30:51,0.0,0,0,0,0,1,0,1514,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1514.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0,1,0,1514,0
34.213.210.44,192.168.1.69,443,47610,6,2023-03-22 16:30:53,322596.78840637207,2588.3704674336636,15.499224355890203,9.29953461353412,6.199689742356081,3,2,672,163,540.0,66.0,224.0,223.44574285494903,97.0,66.0,81.5,15.5,540,66,167.0,186.886061545531,34926.4,60,40,20,1,80649.19710159302,322025.2990722656,0.2384185791015625,139358.63893475046,322596.78840637207,322596.54998779297,0.2384185791015625,161298.39420318604,161298.15578460693,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,167.0,249,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,81.5,0,3,2,672,163
35.186.224.47,192.168.1.69,443,56140,6,2023-03-22 16:30:53,817064.7621154785,484.661704140451,6.119465961369331,3.671679576821598,2.447786384547732,3,2,229,167,97.0,66.0,76.33333333333333,14.613540144521982,101.0,66.0,83.5,17.5,101,66,79.2,16.216041440499588,262.96,60,40,20,1,204266.19052886963,606806.0398101807,17.642974853515625,243296.7917053892,817064.7621154785,630219.6979522705,186845.064163208,408532.38105773926,221687.31689453125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,79.2,267,501,583410.0246429443,17.642974853515625,291713.8338088989,291696.1908340454,606788.3968353271,163449.04899597168,385118.7229156494,221669.67391967773,0.0,0.0,0.0,0.0,0.0,0.0,76.33333333333333,83.5,0,3,2,229,167
192.168.1.69,35.186.224.47,56140,443,6,2023-03-22 16:30:54,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
192.168.1.69,192.168.1.254,44414,53,17,2023-03-22 16:30:54,15480.756759643555,37078.29073940028,258.3853013198626,129.1926506599313,129.1926506599313,2,2,154,420,77.0,77.0,77.0,0.0,233.0,187.0,210.0,23.0,233,77,143.5,68.45984224346417,4686.75,16,16,8,2,5160.2522532145185,8447.17025756836,45.7763671875,3665.2267491003904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.5,0,0,0.0,0.0,0.0,0.0,8401.39389038086,6987.810134887695,7694.602012634277,706.791877746582,0.0,0.0,0.0,0.0,0.0,0.0,77.0,210.0,0,2,2,154,420
192.168.1.69,34.213.210.44,47616,443,6,2023-03-22 16:30:54,823413.610458374,1048.0759475418304,6.072282430717442,3.643369458430465,2.4289129722869767,3,2,723,140,583.0,66.0,241.0,241.852572172939,74.0,66.0,70.0,4.0,583,66,172.6,205.2311867139105,42119.83999999999,60,40,20,1,205853.4026145935,413832.9029083252,73.43292236328125,205684.37785408323,414183.8550567627,413906.3358306885,277.51922607421875,207091.92752838135,206814.40830230713,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,172.6,64240,110,0.0,0.0,0.0,0.0,413832.9029083252,408952.2361755371,411392.56954193115,2440.333366394043,0.0,0.0,0.0,0.0,0.0,0.0,241.0,70.0,0,3,2,723,140
34.213.210.44,192.168.1.69,443,47616,6,2023-03-22 16:30:55,717219.1143035889,5457.188635861227,15.337014561694815,8.36564430637899,6.971370255315825,6,5,1017,2897,540.0,66.0,169.5,169.42033526114864,2602.0,66.0,579.4,1011.3712671417949,2602,66,355.8181818181818,722.6724164430266,522255.42148760316,120,100,20,3,71717.09537506104,405912.1608734131,-48.160552978515625,144375.3935104262,717219.1143035889,406519.41299438477,0.0,143443.82286071777,177579.77379673402,311258.79287719727,310832.7388763428,24.080276489257812,77814.69821929932,134533.04911699833,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,355.8181818181818,110,501,308218.95599365234,226.73606872558594,154222.84603118896,153996.10996246338,405736.92321777344,308167.4575805664,356952.1903991699,48784.732818603516,0.0,0.0,0.0,0.0,0.0,0.0,169.5,579.4,0,6,5,1017,2897
192.168.1.1,192.168.1.255,520,520,17,2023-03-22 16:30:55,0.0,0,0,0,0,1,0,66,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,1,0,66,0
192.168.1.69,162.159.133.234,53690,443,6,2023-03-22 16:30:55,415674.92485046387,868.4671083536425,9.622904247685788,4.811452123842894,4.811452123842894,2,2,183,178,117.0,66.0,91.5,25.5,112.0,66.0,89.0,23.0,117,66,90.25,24.31434761617099,591.1875,40,40,20,1,138558.30828348795,410839.7960662842,76.2939453125,192541.57644383324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,90.25,3024,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,89.0,0,2,2,183,178
192.168.1.69,192.168.1.66,1716,1716,17,2023-03-22 16:30:56,0.0,0,0,0,0,1,0,1514,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1514.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0,1,0,1514,0
192.168.1.69,192.168.1.66,1716,1716,17,2023-03-22 16:31:01,0.0,0,0,0,0,1,0,1514,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1514.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0,1,0,1514,0
192.168.1.69,192.168.1.66,1716,1716,17,2023-03-22 16:31:06,0.0,0,0,0,0,1,0,1514,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1514.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,0.0,0,1,0,1514,0
192.168.1.69,239.255.255.250,47070,1900,17,2023-03-22 16:31:08,0.0,0,0,0,0,1,0,209,0,209.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,209,209,209.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,209.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0,1,0,209,0
192.168.1.69,192.168.1.254,39118,53,17,2023-03-22 16:31:08,13195.514678955078,43499.62953058938,303.1333068333755,151.56665341668776,151.56665341668776,2,2,154,420,77.0,77.0,77.0,0.0,233.0,187.0,210.0,23.0,233,77,143.5,68.45984224346417,4686.75,16,16,8,2,4398.504892985026,9121.417999267578,56.02836608886719,3710.6936722161468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,210.0,0,2,2,154,420
